トレード #,タイプ,シグナル,日時,価格,取引,利益 ¥,利益 %,累積利益 ¥,累積利益 %,最大可能利益 ¥,最大可能利益 %,ドローダウン ¥,ドローダウン %
97,ロングエントリー,MacdLE,2016-06-28,2393,100,4100.00,1.71,-172500.00,0.15,15850.00,6.62,2100.00,0.88
97,ロングを決済,MacdSE,2016-07-28,2444,100,4100.00,1.71,-172500.00,0.15,15850.00,6.62,2100.00,0.88
98,ショートエントリー,MacdSE,2016-07-28,2444,100,6600.00,2.7,-165900.00,0.23,17800.00,7.28,7900.00,3.23
98,ショートを決済,MacdLE,2016-09-07,2368,100,6600.00,2.7,-165900.00,0.23,17800.00,7.28,7900.00,3.23
99,ロングエントリー,MacdLE,2016-09-07,2368,100,-11000.00,-4.65,-176900.00,-0.39,550.00,0.23,10500.00,4.43
99,ロングを決済,MacdSE,2016-09-15,2268,100,-11000.00,-4.65,-176900.00,-0.39,550.00,0.23,10500.00,4.43
100,ショートエントリー,MacdSE,2016-09-15,2268,100,-11500.00,-5.07,-188400.00,-0.41,1250.00,0.55,11000.00,4.85
100,ショートを決済,MacdLE,2016-09-23,2373,100,-11500.00,-5.07,-188400.00,-0.41,1250.00,0.55,11000.00,4.85
101,ロングエントリー,MacdLE,2016-09-23,2373,100,-8400.00,-3.54,-196800.00,-0.3,2200.00,0.93,9300.00,3.92
101,ロングを決済,MacdSE,2016-10-12,2299,100,-8400.00,-3.54,-196800.00,-0.3,2200.00,0.93,9300.00,3.92
102,ショートエントリー,MacdSE,2016-10-12,2299,100,-6800.00,-2.96,-203600.00,-0.24,0,0,9150.00,3.98
102,ショートを決済,MacdLE,2016-10-17,2357,100,-6800.00,-2.96,-203600.00,-0.24,0,0,9150.00,3.98
103,ロングエントリー,MacdLE,2016-10-17,2357,100,-2200.00,-0.93,-205800.00,-0.08,950.00,0.4,6450.00,2.74
103,ロングを決済,MacdSE,2016-10-26,2345,100,-2200.00,-0.93,-205800.00,-0.08,950.00,0.4,6450.00,2.74
104,ショートエントリー,MacdSE,2016-10-26,2345,100,-2500.00,-1.07,-208300.00,-0.09,650.00,0.28,2450.00,1.04
104,ショートを決済,MacdLE,2016-10-27,2360,100,-2500.00,-1.07,-208300.00,-0.09,650.00,0.28,2450.00,1.04
